name,platform,release_date,summary,metascore,userscore
Wave Rally,PlayStation 2,"November 26, 2001","Welcome to Jet Ski® Riders - Experience the thrill of competitive Jet Ski® racing as you launch off realistic crashing waves, speed over jump ramps and perform spectacular freestyle tricks. Race through the beaches of Florida, the fjords of New Zealand, the canals of Venice and more. [Eidos Interactive]",62,4.5
Way of the Samurai,PlayStation 2,"May 31, 2002","Sword-based combat is at the heart of Way of the Samurai. As the adventure begins, the player has his own sword and basic knowledge of its use in battle. As he moves through the game, the player become more adept at using his sword and learns new attacks. The player also has the ability to pick up dozens of different sword, each representing a different fighting style. With attacks specific to each sword, it requires a true samurai to master all the swords and their individual attacks. Additionally, sword combat is not simply a matter of hacking and slashing. Timing, blocking and balance all play equally important roles. [BAM! Entertaiment]",74,8.1
Way of the Samurai 2,PlayStation 2,"July 7, 2004","A peacful town finds itself victim to extreme violence and unrest. Gangs are spreading fear and tyranny among the townspeople, while the government is supressing justice with a brutal hand. A Lone warrior arrives with the ability to change the town's destiny. Experience life as a Samurai in feudal Japan and battle to save the town of Amahara. Features multiple endings based on players decisions - help free the innocent or join the corrupt. Experience traditional Samurai techniques with realistic sword fighting - acrobatic ninja style, quick slash, twin swords and more... More than 60 swords to battle with - find famous and powerful swords among the townspeople. Tons of special moves to take over your enemy. [Capcom]",59,8.8
We Love Katamari,PlayStation 2,"September 20, 2005","We Love Katamari features the diminutive yet determined Prince with an assortment of celestial cousins and the eccentric King of All Cosmos. The King of All Cosmos grew to stardom after taking all of the Prince's katamaris and replacing the stars. His fans knew no bounds and wished to see more katamaris fill the sky. The King of All Cosmos desired to appease all of their requests and recruited the Prince and his cousins to help. Now they are tasked with rolling up even more clumps, each larger and more different than the one before. In We Love Katamari, players find themselves in various new locations around Earth as the Prince and his cousins roll up different katamaris according to the fans' requests. We Love Katamari continues the series' trademark graphical style and musical excellence with an original soundtrack and hundreds of brand new items including Koi fish, angels and famous Earthly landmarks to roll up. The Prince's celestial rolling has no boundaries; as his katamari grows larger, he can roll up literally everything in his path – from underwater creatures to mountains and even the Eiffel Tower itself! Players can also roll with a friend in the all-new two-player cooperative mode. With each player controlling part of the clump, they will have to devise new strategies and communicate their rolling intentions in a new level of katamari madness. Battle Mode has also returned to We Love Katamari in extended form with three size scopes for competitive rolling action. [Namco]",86,8.8
Wheel of Fortune,PlayStation 2,"November 11, 2003","Bring Vanna White, fun puzzles and all the glittering sets of Wheel of Fortune into your home. Spin for fantastic prizes, solve the puzzles and hear the studio audience go wild. It's all the action that makes Wheel of Fortune the world's most popular game show. See for yourself what it?s like to be a contestant on Wheel of Fortune! [Atari]",tbd,tbd
Whiplash,PlayStation 2,"November 18, 2003","Whiplash features a shackled animal duo on a mission to escape and sabotage an evil animal product-testing corporation. Providing a groundbreaking approach to the character-based action genre, Whiplash combines a unique ""chain"" gameplay mechanic with in-depth enemy and environment interaction, rich combat and slapstick humor. The result is an engaging game where player choice triggers an unscripted chain of chaotic, humorous events. [Eidos Interactive]",66,7.7
Whirl Tour,PlayStation 2,"November 25, 2002","A unique combination of action, extreme sports and adventure. The engaging storyline begins when someone kidnaps six members of a rock band. The player, who starts in the role of the band's Roadie, must use mad skills and puzzle solving to rescue the band members, unlock secret areas, grab musical tracks, and unleash additional tricks and scooters. [Crave]",58,7.2
Whiteout,PlayStation 2,"November 24, 2002","Rip the throttle and feel the power as 900cc's rocket you through the icy tundra and propel you into the sky. Your heart rate will rise and your knuckles will turn white as you experience the blinding speeds of Whiteout, the fastest racing game on one tread. Featuring the top SnoCross athletes in the world, plus a never-before-seen ""Objective-driven"" Arcade Mode, Whiteout is the definitive racing game for the cold-climate connoisseur. [Konami]",50,tbd
Who Wants to Be a Millionaire 3rd Edition,PlayStation,"June 11, 2001","If you're into trivia games like You Don't Know Jack, you may get some mileage out of Who Wants To Be A Millionaire, but its uninteresting gameplay and methodical pacing make it practically a chore to play.",50,5.3
Wild ARMs 5,PlayStation 2,"August 28, 2007","WILD ARMS 5 follows the journey of a group of young travelers as they try to unlock the mysteries of their ravaged land and unknowingly become involved in a struggle that will decide the fate of the entire world. 12,000 years ago, the world of Filgaia was a land immersed in technology far beyond anything found in the present day. For reasons unknown, however, the citizens of this advanced culture suddenly abandoned their technology, leaving the future of the human race to live in a comparatively primitive state. All that remained of this once great civilization were some scattered mechanical parts and the occasional remnants of a legendary golem -- huge mechanical devices built to serve mankind. While use of the old technology remained mostly out of reach, there were some who had begun to research the ancient devices, seeking even the faintest hope of enriching their lives on this desolate world. The situation changed dramatically about a hundred years ago when a new race known as the Veruni arrived on the planet. Although similar in appearance to humans, the Veruni's superior physical attributes and advanced technology allowed them to quickly establish dominance over mankind. The human race found itself relegated to second-class status, and many citizens were forced to perform hard labor day in and day out in order to survive. Fast-forward to the present day. In a small town called Capo Bronco on the outskirts of Filgaia, two youths, Dean Stark and Rebecca Streisand, witness an unbelievable event -- the giant arm of a golem somehow falling from the sky. Their disbelief grows further when they discover that within the clenched fist of the golem's hand lies a girl with little recollection of her past other than her name -- ""Avril."" This chance encounter inspires Dean and Rebecca to travel with Avril across the wastelands of Filgaia in hopes of helping her regain her lost memories. Little do they know their journey will eventually decide the fate of all mankind. [XSEED]",71,7.8
Wild Arms 3,PlayStation 2,"October 15, 2002","During desolate times on the ""Sea of Sand"", Drifters venture across the vast lands of Filgaia searching for fortune and adventure. Amidst the deserts lie cities erected from eroded rock and scavenged wood. Towns that a few call home provide rest and solitude for the many travelers of the barren wasteland. Tales of mystic relics that harness unmatched powers spread across the land. While some vision the items as treasure, others have deciphered a secret bringing unlimited power. Meanwhile, one object of mythical stature attracts four Drifters to a common place. These four strangers discover the strength in working as a team. Shortly thereafter they learn of an ancient prophecy determining the future of their eroded homeland. Setting aside their differences, they roam the lands and unlock the knowledge and mystical forces making their adventure their destiny. [SCEA]",78,8.4
Wild Arms 4,PlayStation 2,"January 10, 2006","Jude Maverick has grown up in an isolated town called Ciel, which is completely enclosed in a large sphere floating thousands of feet above the surface of Filgaia. His sheltered world changes forever when he sees the sky ""tear"" and ships entering his homeland. Upon inspecting the camp site set up by the intruders, he sees something that he has never seen before; a girl. The girl's name is Yulie and she is being held captive by the intruders after being captured by a ""Drifter"" for hire, Arnaud G. Vasquez. After the invading army attacks Ciel and brings the whole sphere crashing down, Jude, Yulie and Arnaud join forces to find out the army's true intention behind Yulie's abduction. With the help of another Drifter, Raquel, these four idealistic teenagers travel the war-torn land of Filgaia in search of truth, their own identities and their individual paths to adulthood. Innovative new HEX battle system unlike anything seen before in turn-based RPGs; easily accessible while providing an amazing amount of speed, depth and strategy. Action elements on the field map such as double- jumps, using the new ""Accelerator"" ability to manipulate time, and equipping items to solve puzzles maintains the excitement between battles. [XSEED]",69,7.6
Wild Arms Alter Code: F,PlayStation 2,"November 15, 2005","The world of Wild ARMS is returning seven years after its first release on PS one. WILD ARMS Alter code: F is not only a remake of the foremost title in the series, but a completely renewed and evolved experience with expanded story, system and cutting-edge graphics. On Filgaia, a planet where severe conditions and savage beasts threaten the very existence of all life, the Ancient Guardians call upon three brave warriors to save their benign world from the returning metal demons ? the prophesized destroyers of Filgaia. Rudy - A mysterious child who wields the evil power christened as ""ARM""; Jack ? A swordsman who travels in search of a lost treasure; Cecilia ? A princess with the gift of a medium to communicate with the Guardians. Driven by adventure and a calling to reestablish order to their dying world, these ""Dream Chasers"" prepare to embark on a journey of epic peril, with each unaware of the other?s mission to save their world as they are of their own fates. In a world on the brink of ruin from a merciless alien race, the wheels of fortune are about to turn. [Agetec]",73,8.2
Wild Wild Racing,PlayStation 2,"October 25, 2000","When the creators of eye-candy-laden PC hits Expendable and Incoming start working on a racing game, it's a pretty sure bet that it will boast some rather impressive effects. While Wild Wild Racing may not turn heads in the same way Gran Turismo 3 does, it does look good; and if there's one thing the UK developers like Rage Software are known for, it's creating a solid racing experience. Picked up from Japanese publisher Imagineer by Interplay, Wild Wild Racing has since seen overhauls in the physics, control, and speed. Gamers can ride in nine different vehicles, and race in several global locations during different hours of the day such as night, dusk, and the late afternoon. The game boasts a solid 60 frames per second, and the over-the-top effects that Rage is known for. Control is all analog, meaning even the D-pad (as well as the traditional analog buttons) responds to pressure; the harder you press, the sharper the turn and the faster the acceleration and braking.",64,tbd
WinBack 2: Project Poseidon,PlayStation 2,"April 25, 2006","In a world where terror takes many forms, a new weapon threatens to shake the balance of power. Freedom's last hope rests in the hands of three new operatives, who must race against time to recover this doomsday device. The fate of the world hangs by a thread, and a few ticks of the clock means the difference between justice and annihilation. WINBACK 2 brings to the series a new ""route"" system that lets players experience each mission from the perspective of different operatives. There are 30 intense missions, multiple difficulty levels, and new weapons including the highly-anticipated sniper rifle. The new Winback assault team is comprised of three young, yet combat-proven operatives led by Craig Contrell. Each team member is qualified in six different weapon types and highly-adept at CQB (Close Quarter Battle). They are masters of target identification, engagement and shot placement. In the hands of the player, all of these techniques will be put to the test. The game's unique shooting action is spread across 30 high-risk operations situated in challenging urban environments and conveyances. [Koei]",48,tbd
WinBack: Covert Operations,PlayStation 2,"March 27, 2001","After less-than spectacular sales on its N64 version of the game, Koe's anti-terrorist action/adventure WinBack has returned on the PS2 to help make waiting for ""Metal Gear Solid 2"" a little easier.",66,7.8
Winning Eleven: Pro Evolution Soccer 2007,PlayStation 2,"February 6, 2007","Winning Eleven: Pro Evolution Soccer 2007 expands upon the series' realism with faster gameplay, more responsive control and improved artificial intelligence. Players will now make intelligent runs without the ball, identifying opportunities and pointing to where they would like the ball to be delivered. Similarly, the game is now more physical, with defenders jockeying for position and strikers working to turn their opponent as they receive the ball. The game's shooting system has also been refined, letting players take more snap shots, while volleys have been updated for more player control. Players can also enjoy the Beautiful Game in more ways than ever before with new play modes. International Challenge mode lets players compete through four continents of opposition to become a champion, while Random Selection Match lets gamers take the field with a group of players selected at random from a predetermined league or geographic area. The Master League mode returns with more options, allowing players to take complete control of their favorite team and control its destiny for an extended period of time. The game's roster of teams is also expanded with new, fully-licensed international teams for players to use including Argentina, Italy, the Netherlands, Spain and Sweden, as well as additional club teams. [Konami]",86,8.9
Winter Sports 2008: The Ultimate Challenge,PlayStation 2,"November 30, 2007",Break world records in diverse single player modes and challenge your friends and family to taxing multiplayer matches. Captivating sports such as Figure Skating or Skeleton demand high skills and fast reactions. Experience the fascination of Winter Sports: The Ultimate Challenge with stunning graphics and an exciting soundtrack. Multiplayer matches for up to 4 players (2 players in split screen mode). Compete for record times in the 9 most popular winter sports in 15 disciplines. [Conspiracy],tbd,tbd
Winter Sports 2: The Next Challenge,PlayStation 2,"November 18, 2008","WINTER SPORTS 2 is an arcade-oriented 3D simulation of only the most popular winter sports. The player is placed at the center of high level sporting events broadcast live around the world. The excitement of this major international competition is portrayed authentically with commentators, TVTV cameras and immersive environments. 9 Sports with 15 different disciplines. New Snowboard half pipe contest. 13 all new levels and arenas + 19 classic levels. Campaign with 42 extra challenges across all disciplines. Multiplayer party fun: ’Hot Seat’ (4 players), split screen (2 players). [Conspiracy Entertainment]",tbd,tbd
Wipeout 3,PlayStation,"August 31, 1999",The world's fastest PlayStation racer returns.... This is the ultimate anti-gravity racing experience by which all others are judged.... Accept no substitutes.,89,8.5
Wipeout Fusion,PlayStation 2,"June 17, 2002","It's WipEout time again, with the fourth instalment of the critically acclaimed series exploding onto PlayStation 2. Once again you must push your reactions and abilities to the limit in order to leave your rivals in the dust. With 45 futuristic race circuits to negotiate, WipEout Fusion will have you corkscrewing, jumping, barrel-rolling and looping like never before. Other enhancements include the addition of the Endurance and Zone modes, superior AI and the option to customise craft handling to match each course. [Sony Europe]",83,8.4
Wipeout XL,PlayStation,"September 30, 1996","The original scorched the game world and became an instant classic. Fast-forward now to a brutal new generation of anti gravity racing. Loaded with faster, smoother graphics, more tracks, more crafts, and a range of nasty new weaponry. Wipeout XL will give you the rush of your life.",93,8.6
Without Warning,PlayStation 2,"November 1, 2005","In Without Warning, a radical terrorist group has targeted and seized the Peterson-Daniels Chemical Facility, a vulnerable location that jeopardizes millions of people from the devastating ecological hazard it imposes if destroyed. Pleas are useless and any direct military assault would be too great a risk. As terrified hostages fearfor their lives, their only hope lies with a covert operations team, whose goal is to infiltrate the plant and eliminate the merciless enemy. The harrowing events unfold over a 12 hour period, featuring a unique gameplay dynamic which enables the six central characters to experience events across the same timeline but from their own distinct viewpoints. The player controls each character individually, with the focus automatically shifting to a new character at key moments which are unfolded throughcut scenes. By switching between the characters, their individual tales are woven together to create an overall picture of the events that happened during the crisis. The player will also retrospectively view events through the eyes of another character and is therefore not only a participant in the events, but a spectator as well. Furthermore, actions performed as one character affect the progress of others and players must successfully utilize the strengths of each in order to advance. [Capcom]",45,6.5
Wizardry: Tale of the Forsaken Land,PlayStation 2,"December 19, 2001","Our story takes place in the peaceful kingdom of Duhan, until one day a sphere of light from the heavens shatters the evening sky... Thousands are killed and the kingdom is in ruins... Demonic creatures from the underworld have emerged and the Queen of Duhan has disappeared into the labyrinths beneath the castle.  The labyrinths are said to hold the greatest treasures in the land, but will you survive long enough to enjoy them...[Atlus]",70,7.9
Women's Volleyball Championship,PlayStation 2,"July 29, 2008","Women's Volleyball Championship features six venues from around the world. It's as fast-paced and grueling as the real thing, and perfectly captures the passion and excitement of the sport. Play as one of twelve countries battling their way to the top of the ranks, or create your own team of pros to take on the rest. A key feature in Women's Volleyball is players get a chance to create and train their own team. If players want their volleyball players to have certain qualities, this game allows them to customize their players to their liking. Another feature of the game is that the volleyball players are affected by real life conditions like exhaustion and dominant hand, adding an unprecedented level of realism to the game. [Agetec, Inc.]",32,4.0
Woody Woodpecker: Escape from Buzz Buzzard Park,PlayStation 2,"February 19, 2002","Rescue Splinter and Knothead, Woody's niece and nephew, from the evil talons of Buzz Buzzard! Join Woody in challenging his arch enemy, Buzz Buzzard, in the vile vulture's crazy theme park, where Splinter and Knothead are being held prisoner. Hop aboard to ride cannonballs, take a trip on a rocket, jump, duck, peck and surf your way through the many challenging obstacle courses-but watch out for the traps that Buzz and his pesky pals lay in your path! [DreamCatcher Interactive]",64,6.5
World Championship Cards,PlayStation 2,"April 8, 2008","The game features over 30 different varieties of classic card games including Bridge, Gin Rummy, Solitaire, Cribbage, Hearts, Spades, Crazy 8's and more! Extensive multiplayer features allow players to compete online or wirelessly against others in the same room. [Crave]",tbd,tbd
World Championship Paintball,PlayStation 2,"January 7, 2008","World Championship Paintball promises unprecedented game depth and paintball realism for the PS2. Advance your team bunker by bunker to World Championship supremacy! Load and go—it's time to play paintball! Compete to win in an extensive series of international paintball competitions. Prove your superiority in 6 different styles of match play including Tournament, 1 Hit 1 Kill, Castle Siege and more. Select from over 20 indoor and outdoor playing fields, or use the Playfield builder to create an infinite variety! Immerse yourself in realistic paintball action with a full range of movements—run, jump, crouch, lean, crawl and dive. Equip your team with 160+ professional pieces of gear, including markers, barrels, loaders, goggles, shoes, gloves and more. Take your skills online with full multiplayer, leader-board and voice chat support. [THQ]",tbd,tbd
World Championship Poker,PlayStation 2,"November 18, 2004","From Texas Hold'em to Seven-Card Stud and Omaha High-Low, poker is being played by an estimated 50 to 70 million people worldwide, and tournament action can be found on television almost every night of the week. With World Championship Poker, Crave puts players in the fast and freewheeling world of high-stakes poker on their own next generation console and handheld system. Features over 18 different poker games, including Texas Hold’em, Five Card Draw and Pineapple. Poker tutorials, as well as hints and tips on strategy. Six tournament locations, ranging from a TV studio to a Mississippi riverboat. Fully customizable characters with over 80 different options to mold a player’s look. Multi-Player via GameSpy. Eye-Toy support for the PlayStation 2 computer entertainment system as well as text and voice chat support. [Crave]",60,7.9
World Championship Poker 2: Featuring Howard Lederer,PlayStation 2,"November 8, 2005","WCP 2 features Howard Lederer, Greg Raymer, Clonie Gowen, Amir Vahidi, Paul Darden, Robert Williamson III, Matt Savage, and Annie Duke.  World Championship Poker 2 features a much more detailed one player game, where you now have to work your way up the ranks, starting in your mom's basement. Once you start winning and accumulating money, you can spend your winnings on increasingly better pads, and furnishings. Hit a losing streak, and you may have to hock your stuff to stay in the game. 14 types of poker are featured, including Texas Hold'em, Five Card Draw, Seven Card Stud and Pineapple. [Crave]",67,6.3
World Championship Poker: Featuring Howard Lederer - All In,PlayStation 2,"August 29, 2006","All In features some of the most recognizable and successful poker stars in the world, including Howard Lederer, his sister Annie Duke, Greg Raymer, Amir Vahidi, Paul Darden, and Robert Williamson III. Joining the roster for this year's edition are noted international poker superstars Marcel Luske, Thomas Bihl, and Erin Ness, who parlayed a victory at a Maxim Magazine office tournament into a seat at the 2004 World Series of Poker. Features 18 types of poker, including Texas Hold'em, Five Card Draw, Seven Card Stud Omaha and More. Multi-Table Online Tournaments. Scenario Mode: Players are presented with a series of poker ""puzzle"" challenges that gradually increase in difficulty. Lucky Charms: Players can improve their luck through this Career Mode skill. Mixed Games: Play two or more variations of poker during a single game, with the game changing every time the dealer button makes it around the table. [Crave Entertainment]",53,tbd
World Championship Pool 2004,PlayStation 2,"April 27, 2004","Here is the pool sim for both die-hard pool fans and the casual pool-hall players. In venues both real and fictitious, play to unlock fun tables, unique ball sets and world-class pool cues. 100% real physics and a dynamic camera system give World Championship Pool TV-style coverage complete with famous commentators. 6 Modes of Play: 8-Ball, 9-Ball, Career Mode, Snooker, Trick Shots and Bonus Games like Countdown, Target Table, Minefield, plus more! [Jaleco]",60,6.7
World Destruction League: Thunder Tanks,PlayStation 2,"December 20, 2000","Welcome to Wednesday Night WarJetz, the year 2062's favorite post-nuclear war, televised aerial dogfighting extravaganza featuring fanatical pilots in nine different souped-up, artillery laden planes in 33 arenas which blast the living hell out of anything that moves, earning money en route to the WDL championship.",65,5.5
World Destruction League: Thunder Tanks,PlayStation,"September 9, 2000",World Destruction League: Thunder Tanks for the PlayStation does not suffice in any facet of its execution and should be avoided by even the most fervent vehicular combat fans.,35,1.4
World Heroes Anthology,PlayStation 2,"March 11, 2008","WORLD HEROES ANTHOLOGY is the complete collection (on one disc) of one of SNK’s most popular 2D fighting game series World Heroes. The titles included are: WORLD HEROES, WORLD HEROES 2, WORLD HEROES JET, and WORLD HEROES PERFECT. The collection contains 56 characters using hand-to-hand and weapons based fighting mixed with special super-human abilities enabling each character to perform special attacks. World Heroes Anthology follows the storyline of Dr. Brown, a scientist, who having perfected a time machine has organized a fighting tournament throughout all of history to see who is the best fighter of all time. True to this plot, many of the fighters are based on actual historical figures. [SNK Playmore]",53,tbd
World Poker Tour,PlayStation 2,"October 18, 2005","Exclusive World Poker Tour Presentation - Including real WPT venues such as Commerce Casino and the Aviation Club, broadcast style overlays and commentary featuring Mike Sexton and Vince Van Patten. Compete against the virtual equivalents of Antonio ""the Magician"" Esfandiari, Erick Lindgren, Evelyn Ng, Lyle Berman, Michael ""the Grinder"" Mizrachi, and Phil ""Unabomber"" Laak, that play each situation just like their real-life counterparts. Go ""all in"" against players across the country with WPT's robust online functionality. Compete in tournaments, set up poker nights with your friends, manage buddy lists, and chat. Improve your poker playing skills by utilizing in-game tutorials and an in-depth stat tracking system that outlines your playing tendencies in numerous situations. Create a player, launch a career, and strive to become a WPT World Champion as you build your character's experience and boost your career earnings by competing in multiple game modes including Quick Play, Satellite Tour Play and WPT Season Play. Flaunt your success by using your earnings to deck out your player with hundreds of accessories. Create custom poker games by setting rules and limits with the poker game editor, or choose from 14 different community poker games including Texas Hold'em, Omaha, Pineapple, Double Flop Hold'em, Super Hold'em, Billabong, Tahoe and Shanghai. [2K Games]",60,8.7
World Rally Championship,PlayStation 2,"March 21, 2002","The only officially licensed game of the World Rally Championship, WRC brings you all the authentic action and excitement of the rally circuit, as you race over 100 tracks in some truly massive racing locations. The unique 'go anywhere' engine means that the road is no longer the only route to the chequered flag, so you'd better be careful on those mountaintop bends. [Sony Europe]",80,8.5
World Series Baseball 2K3,PlayStation 2,"March 17, 2003","WSB 2K3 spent the offseason improving what was already THE baseball franchise by adding an all-new ESPN broadcast presentation, more classic uniforms for every team, player-specific batting stances and pitching styles for Hall of Fame players, and historic ballparks. WSB 2K3's unrivaled gameplay gives users what they asked for, including: a jump button for home run-robbing snatches and line drive-snaring grabs, user-controlled leadoffs, drag bunts, improved double play animations, power swings, and more. [Sega]",87,8.6
World Series of Poker,PlayStation 2,"August 31, 2005","World Series of Poker features the likenesses of poker professionals participating in the 2005 WSOP Tournament. The game offers players a truly unique experience unlike any other poker video game on the market today. For the first time ever, the 2005 WSOP Tournament will be held at Harrah's Rio Suites in Las Vegas, the same location simulated in the video game and the location of the 2005 Lifestyle Show. All the sanctioned poker various of the World Series of Poker are available, including Texas Hold 'Em, 7 Card Stud, Omaha, and 5 Card Draw. With the flexible character creator, the player can create his or her own poker face, wear Vegas-style threads and upgrade looks/clothes as he or she gains money. [Activision]",46,8.2
World Series of Poker 2008: Battle for the Bracelets,PlayStation 2,"September 25, 2007","In World Series of Poker 2008: Battle for the Bracelets, players challenge over 30 of the world’s top poker champions. With intense heads-up tournament play, expansive poker tutorials, and strategy clips from Phil Hellmuth's Ultimate White to Black Belt Course, players can learn from the very best in the industry and take on all opponents in real-world locations such as Las Vegas and New Orleans. The game features Phil ""The Poker Brat"" Hellmuth Jr. -- owner of a world record eleven WSOP bracelets -- in a special Beat The Brat Heads-Up mode and thrusts players deep into the high-stakes world of tournament poker to face off against other A-list pros such as Johnny Chan, Chris ""Jesus"" Ferguson, and Mike ""The Mouth"" Matusow on the quest to win the championship bracelet for the $10,000 Main Event and over $60MM in total prize money. [Activision]",tbd,tbd
World Series of Poker: Tournament of Champions,PlayStation 2,"September 21, 2006","World Series of Poker: Tournament of Champions takes a story-based approach putting players on the Pro Circuit as a new pro and protégé of Chris ""Jesus"" Ferguson. Players test their skills at the premier Circuit Events in hopes of qualifying for the winner-take-all, invitation-only Tournament of Champions at the Rio Resort in Las Vegas.  Along the way, they face-off against more top pros than ever before, including Joseph Hachem, the 2006 World Series of Poker Main Event Champion and Jennifer Tilly, the Academy Award nominated actress and World Series of Poker bracelet holder, among others in hopes of bringing home the Tournament of Champions trophy. [Activision]",68,tbd
World Soccer Winning Eleven 6 International,PlayStation 2,"March 11, 2003","North America, the wait is over. Experience the most realistic virtual recreation of the sport to date. Life-like player models, staggeringly realistic animations, and renowned gameplay bring a soccer experience that can't be beat. This critically acclaimed title is the must have soccer game of the year. Find out what you've been missing. Create your own dream team in the Master League. [Konami]",93,8.4
World Soccer Winning Eleven 7 International,PlayStation 2,"February 17, 2004","Winning Eleven 7 International features 100 teams, 21 stadiums, new player models and key additions to the Master League. Winning Eleven 7 also utilizes a custom designed engine that allows for great flexibility and customization. Upon entering a match, players will find incredibly masterful gameplay, beautifully rendered stadiums and picture-perfect player models. While on the field, players will experience true-to-life gameplay, with carefully tuned A.I., realistic pace and balance. [Konami]",93,8.4
World Soccer Winning Eleven 8 International,PlayStation 2,"February 1, 2005","Winning Eleven 8 once again raises the bar with in-depth gameplay, improved realism and increased control. The game now features all the teams from the Italian, Spanish and Dutch leagues under the official license. Featuring 136 club teams and 57 national teams, Winning Eleven 8 offers gamers control of up to 4,500 of the world's greatest soccer players. The game introduces a wealth of new moves and tricks including new free kick and penalty kick techniques, an innovative indirect free kick move and a new dribbling system that offers more control as gamers go one-on-one and try to pass opposing players. Also featured is the first-ever on-screen referee in the history of the series. Boasting an enhanced ref AI, the referee will run up and down the field reacting realistically and instinctively to fouls, giving advantage for minor infringements and even stepping in to calm things down when the action gets heated. Winning Eleven 8 also features improvements to the popular Master League, which now has more strategy through player development and injury, and a new 'My Best Eleven' option so fans can save their greatest teams. [Konami]",91,8.3
World Soccer Winning Eleven 9,PlayStation 2,"February 7, 2006","The best soccer franchise in the world Winning Eleven, comes out with its best game ever. Winning Eleven 9 features new animations, new clubs and leagues, a refined Master League, and for the first time, online play. Winning Eleven 9 delivers ""the best pure soccer experience ever seen."" [Konami]",tbd,8.3
World Tour Soccer 2002,PlayStation 2,"February 17, 2002","Known as ""This is Football 2002"" for its European release, WTS 2002 features more than 300 teams from throughout the world including national teams from USA, England, Brazil, France and Japan and international clubs like Manchester, Leeds and Liverpool. Complete Team Management functions let you switch on the fly and take advantage of any opening. [SCEA]",77,7.4
World Tour Soccer 2003,PlayStation 2,"February 10, 2003","[Also known as ""This is Football 2002""]  Features more than 300 teams from throughout the world including national teams from USA, England, Brazil, France and Japan.",78,8.0
World Tour Soccer 2005,PlayStation 2,"April 14, 2004","Play as or against the world's best soccer stars with more than 18,000 players from 900 international and club teams from 23 leagues and 31 different divisions. Pull off a variety of classic soccer moves like the step-over and shimmy while trying to elude the stingy defense in pursuit of that game-winning GOAL. Includes multiple modes of play including exhibition, season, career, challenge and international tournaments.",68,7.9
World Tour Soccer 2006,PlayStation 2,"March 22, 2005","World Tour Soccer 2006 provides gamers with a familiar yet enhanced gameplay experience, complete with even more features, players, teams and stadiums. Highlighted by more than 935 international and club teams from around the globe, along with an astounding 19,000 FIFPro licensed players from 32 different leagues, eight international tournaments and 28 unique stadiums, the global game of soccer has been recreated with exceptional detail in order to capture its enormous scope and popularity. Choose from multiple modes of play including Exhibition Match, Season, Career and Challenge Mode. The game features EyeToy functionality and the all-new Digimask technology. Utilizing the EyeToy USB camera, gamers can take snapshots of themselves and literally get into the game. Once the player has taken their self-portraits, Digimask technology converts the high-resolution images of a gamer's head into a full 3D model so that they can personally battle against the world's best. [SCEA]",56,6.0
World of Outlaws: Sprint Cars 2002,PlayStation 2,"March 26, 2002","Get your dirt on with the meanest machines on Wheels! Hurtle around the track at speeds in excess of 170 Mph as you race your way to the sprint car hall of fame. So you have what it takes to master the meanest machines on wheels? Compete as one of 34 offical drivers in 12 real world tracks form the World of Outlaws racing circuit. Features Single race, Championship and career modes. [Infogrames]",80,8.3
World's Scariest Police Chases,PlayStation,"May 21, 2001","Did you play cops-n-robbers as a child? Based on Fox Broadcasting's anthology TV series of high-speed pursuit highlights, World's Scariest Police Chases puts you in the driver's seat of a powerful police cruiser in 20 crime-busting missions. You'll be on the lookout for an array of illegal activity, including drunk drivers, robberies in progress and deadly shootouts. Once engaged, you'll pursue suspects through a dynamic city by taking shortcuts and using aggressive tactics as necessary to apprehend them. Two-player mode lets you roll with a partner; one handles the car while the other fires shots at fleeing vehicles.",54,7.5
Worms 3D,PlayStation 2,"March 11, 2004","Worms comes to PC and console in full 3-D, continuing to capture the true essence of the game as teams of worms battle across bizarre, randomly generated landscapes, or across finely crafted, custom-designed levels utilising an arsenal of devastating weapons. The gameplay remains unchanged, featuring turn-based fighting and relying on the player to judge the trajectory and strength of their shots in order to inflict maximum damage on opponents. All the favourite weapons such as bazooka, grenade, dynamite, air strike and sheep are present including some new additions. Defensive tactics can also be employed as you choose to dig in with buildings, trenches, sandbags or fortifications, while buildings on the landscapes can also provide shelter against attacks. Adapt your strategy according to the weapons available, landscape and each new opponent you play. With a multitude of tactics available, coupled with the ever-changing, randomly generated landscapes, no battle will ever be the same. Worms 3D is set in a more exciting and immersive game world than ever before, with the emphasis on great multi-player action and challenging single-player fun.",70,7.8
Worms Blast,PlayStation 2,"January 1, 2003","Get ready for intense firefights in Worms Blast, a new puzzle game featuring wacky weaponry and power-ups. Your mission is to launch your worm into hostile waters and then attack your opponent with shotguns, bazookas, mines, laser beams, and sea monsters, while collecting various power-ups. Brave the high seas by facing rain, wind, solar eclipses, and even cosmic showers. Worms Blast includes eight head-to-head modes that challenge you to crush your opponents before they crush you.",tbd,tbd
