name,platform,release_date,summary,metascore,userscore
Rio,PlayStation 3,"April 12, 2011",Rio is a multiplayer party game where players can play as their favorite characters from the movie.,65,6.5
Rise of the Argonauts,PlayStation 3,"December 16, 2008","Rise of the Argonauts immerses gamers in a gladiatorial adventure, set in wondrously imagined vision of ancient Greece. With deep exploration and epic quests, players live a life of brutal combat as they lead a team of iconic warriors - including Jason, Hercules and Atalanta - through a world ruled by mythological gods. [Codemasters]",57,7.4
Rise of the Guardians,PlayStation 3,"November 20, 2012","Let your imagination soar in Rise of the Guardians: The Video Game as you play in an action-packed adventure game as one of the classic childhood legends, including: North (aka Santa Claus), Tooth (aka the Tooth Fairy), Bunnymund (aka the Easter Bunny), Sandman, and Jack Frost.  Each player has their own set of upgradable and never-before-seen extraordinary abilities to help you take on the evil spirit ""Pitch"" and his infectious nightmares.  With drop-in-and-out multiplayer and up to four players on consoles, cool team attacks, and an arsenal of spellbinding moves, you and your team of Guardians will protect the hopes, beliefs and imaginations of children all over the world!",tbd,3.3
Rise of the Kasai,PlayStation 2,"April 5, 2005","The sequel to the highly acclaimed ""The Mark of Kri"" offers gamers artistically stylized gameplay filled with magic and mysterious spells, an innovative fighting mechanic, and online compatibility with intense collaborative combat action. The main hero, Rau, and his trusted spirit guide, Kuzo, return for the sequel along with new, stylized characters, including Tati (Rau?s younger, agile sister with a darker personality). Building on the proprietary combat system, two players will be able to team up (online) with the USB headset and defeat enemies together or play alone using an AI (artificial intelligence) controlled character for a unique cooperative gameplay experience. If playing alone, the second character is controlled by artificial intelligence and a cunning player will observe their actions to learn how to best approach the fighting scenarios when replaying the area as the opposite character. Rau has four weapons in his arsenal: battle axe, Taiaha (spear), broadsword and bow and arrow that now acts as a stealth weapon. Tati has twin daggers, a deadly staff with retracting blades, an axe, a proximity-based weapon and the ability to become invisible in stealth mode. Each character has his/her special skills that can be developed along the way. While Rau is able to use Kuzo the bird to scout unknown territory, distract enemies and retrieve items, Tati can ""spirit walk"" and see through the eyes of the dead. Tati also has the ability to blend seamlessly into the environment and wait undetected, furthering the strategic element of the gameplay. Satisfaction of ending a level is now by way of defeating a boss. Three imposing bosses will make full use of the ""Mark of Kri"" cinematic approach. [SCEA]",68,6.7
Rise to Honor,PlayStation 2,"February 17, 2004","Inspired by the excitement and cinematic styling of the Hong Kong action movie genre, Rise to Honor is a fast-paced action game developed in collaboration with worldwide film star Jet Li. Experience this intense action thrill ride through the seamy Hong Kong underworld as Kit utilizes all of his combat and strategic skills to save the family's honor.",68,8.7
Risen 2: Dark Waters,PlayStation 3,"July 31, 2012","Set several years after the end of Risen, raging titans have devastated the world and pushed humanity to the brink of existence. Subsequently, monstrous creatures have risen from the watery depths of the sea and their attacks have brought all seafaring to a grinding halt. The hero, now a member of the Inquisition, is sent out to find out how to stop the chaos caused by these creatures from the deep.  His quest begins with rumors that the pirates who frequent the southern islands are the only ones who know a way to get rid of the creatures once and for all and end their reign of terror.",47,4.9
Risen 2: Dark Waters - Air Temple,PlayStation 3,"July 31, 2012","Gargoyles have infested the world of Risen 2: Dark Waters. Explore the mysterious Air Temple to uncover the mystery that surrounds it as you embark on an extensive new quest. Explore and discover an additional island with new characters, quests and enemies.",tbd,4.8
Risen 2: Dark Waters - Treasure Isle,PlayStation 3,"July 31, 2012","Embark on a brand new adventure in pursuit of the legendary treasure of Captain Steelbeard. Join Captain Steelbeard's daughter, Patty, on a journey to an unknown island that offers new environments to explore and many puzzles to solve, treasures to loot and mysteries to unravel. An all-new exclusive legendary item awaits those who have the courage to undertake this quest.",tbd,tbd
Risen 3: Titan Lords,PlayStation 3,"August 12, 2014",The world has been abandoned by its deities and is scarred from the attack of the Titans. Humanity struggles to regain strength and marshal its forces. You have more immediate concerns: your own life has been shattered and you must set off to reclaim what is lost in the darkness that is spreading throughout the world. ,36,4.0
Risk: Global Domination,PlayStation 2,"November 5, 2003","Using the same hands-on military planning found in the original RISK board game, players now see battles come to life in vivid 3D environments, get advice from historic military leaders, and earn medals and special dice for strategic accomplishments. [Infogrames]",60,7.8
Risk: Urban Assault,PlayStation 3,"August 2, 2016","Lead your troops to victory with RISK: Urban Assault!

In the near future, rapidly rising sea levels cause extreme food shortages, triggering mass riots and anarchy throughout the world. As governments collapse in once-prosperous cities, new factions step into the power vacuum, fighting intense battles for total control.",tbd,tbd
River City Super Sports Challenge: All Stars Special,PlayStation 3,"October 28, 2015","Reiho High School's student council president Todo arranges an athletes meet to make up for the trouble caused by the ex-student council president, Yamada. A very healthy and youthful approach. But in reality, it is intended to show off the power of Reiho High School. Meanwhile, Kunio and his friends are preparing for the meet at Nekketsu High School.

Includes 6 DLC:
- Historical Drama Team
- Dodgeball Team
- Fairytale Team
- Shishi Rengo Package
- MISUZU Package
- Ouen Girl Package",tbd,tbd
River King: A Wonderful Journey,PlayStation 2,"March 28, 2006","Hook, line and sinker, you're part of a long line of fishing folk. From father to son and mother to daughter, knowing where and what to fish was always part of your family mangrove tree. Only one thing is missing from the long list of accomplishments, a fish that shook hooks for generations: The River King. Perhaps today, perhaps this cast, you'll feel the strum of a tight line as the legendary giant pulls you into angling immortality. Play as one of four family members. Assist villagers and other shoreline folk. Win it all in fishing and cooking contests. Take on crafty critters in tricky trivia challenges. [Natsume]",51,tbd
Road Trip,PlayStation 2,"October 26, 2002","Take a road trip to adventure! Right off the starting line, Road Trip matches action with depth, allowing you to customize your ride for over 100 different events. Wins earn cash, which you use to buy parts and upgrade your vehicles. From engines to brakes, body types to paint jobs, the parts store stocks over 250 interchangeable components. Top that with 20 mini-games, special missions and dozens of hidden surprises and you don't just have a racing adventure - you've got a road trip! [Conspiracy]",80,8.8
RoadKill,PlayStation 2,"October 13, 2003","Select from more than 30 unique post-apocalyptic style vehicles to experience the ultimate ride in vehicular combat. Destroy your opponents throughout three enormous living and destructible cities. Engage in more than 30 core missions and numerous side missions as you roam the streets and instigate anarchy. Run over, impale, shoot and splatter both innocent and armed pedestrians in multiple ways, inciting riots. Gain the necessary reputation to work your way up from a vagrant to an overlord and develop a gang following that will provide additional protection. Face-off against seven rival gangs, killing the members of some while gaining the respect of others. Collect salvaged parts from destroyed vehicles to unlock hidden items such as nitrous thrust, armor plating and death match arenas. Participate in scavenger hunts and find the blueprints necessary to build the ultimate weapons and vehicles. Use the dynamic radio system to be forewarned of bounties on your head, to receive mission tips, in addition to using the multiple stations to tune into a variety of rock, rap and heavy metal hits. [Midway]",71,7.8
Roadsters,PlayStation,"March 21, 2000","Buckle up and brace yourself for the big time baby. This isn't just high speed racing on 10 different adrenaline pumping tracks with changing weather conditions and super responsive vehicle handling. It's street smarts. With Roadsters, the best driver, doesn't always win. Betting and trading cars are a major part of gameplay. Earning cash gives you the chance to upgrade your vehicle and change divisions.",tbd,tbd
Robert Ludlum's The Bourne Conspiracy,PlayStation 3,"June 3, 2008","Robert Ludlum's The Bourne Conspiracy gives players the experience of becoming a 30 million dollar elite agent, fusing an experience that delves deep into Jason Bourne's character with game play and game presentation inspired by the aggressive filmmaking and frenetic action found in the films. Only by playing Robert Ludlum's The Bourne Conspiracy can players discover Bourne's true identity and experience the very moment he became a malfunctioning weapon, first hunting targets around the world as a deadly government assassin then marking himself as his agency’s most wanted. As a third-person espionage action game, players move from fistfights to firefights to experience sequences that blend Bourne's signature hand-to-hand combat with intense shooting and the ability to escape and evade deadly situations. [Vivendi Games]",70,7.6
Robin Hood: Defender of the Crown,PlayStation 2,"September 30, 2003","Users take on the role of Robin Hood on a quest to restore peace in England. The throne has been stolen by the evil Prince John. Robin Hood must battle his way through the country in a wide range of action sequences and fighting styles to restore the throne to the rightful king. The game blends action with strategy and RPG elements to immerse the player in the epic tale of Robin Hood. Battle your way through five types of medieval combat, including archery,jousting, sword fighting, siege warfare and army battles. Multiple endings ? eight different paths dependent on player performance and decisions. 38 territories to conquer. Includes all main characters from the Robin Hood story: Little John, Friar Tuck, Will Scarlet, Maid Marian and more. [Capcom]",59,5.6
Robot Alchemic Drive,PlayStation 2,"November 4, 2002","Prepare to bond with 75 tons of high-tensile robot. Direct every movement of your machine and slug your way to victory over colossal opponents in brutal hand-to-hand combat (plus missiles, lasers, shooting fists, boomerangs, and much more). Freeway overpass in the way? Take it down. Buildings crowding you? Knock 'em over. Much more than a simple action game, Robot Alchemic Drive accurately simulates the operation of a remote-controlled metal titan in crowded, active urban environments. Use your giant robot as a tool to defeat enemies, complete missions, and much more. [Enix]",79,8.1
Robot Rescue Revolution,PlayStation 3,"January 28, 2014","In Robot Rescue Revolution your mission is to maneuver a bunch of wacky robots that have been trapped in deadly labyrinths to the exit and ultimately save them from a disastrous ending. Each labyrinth is full of interactive items from teleports to mines that either help in cracking the puzzles or are consequently lethal. Sounds simple, right? Well don't be fooled by its simplicity just yet as there is more to this game than meets the eye.

RobotRescueRevolution_Screen2

The twist in this game of strategy and logic is that each and every robot shares linked controls. This means that you can't move each robot individually, rather each and every move you make will cause all the robots to move simultaneously in the same direction- and here is where the fun begins!

Besides cracking the puzzles on your own there is also the option to play with a friend in Two-Player mode which is broken down into co-op and split screen modes. In Co-op mode you and a buddy can play on the same screen and work together to crack the puzzles, bringing the robots back to safety. Or if you're feeling a little competitive you can challenge a friend in Duel mode where you will battle it out on identical but separate maps seeing who solves the puzzle and makes it to the finish line first.

Robot Rescue Revolution also lets you take a backseat to all the brain-bending puzzles by giving you a chance to be the mastermind behind your own maps. With Map Editor you can design your own maps and upload them online, sharing them with the rest of the Robot Rescue community. Oh! And don't forget about earning all the Robot Rescue Revolution trophies for your PlayStation Trophy Cabinet!",tbd,tbd
Robot Wars: Arenas of Destruction,PlayStation 2,"November 22, 2001",,tbd,8.6
Robotech: Battlecry,PlayStation 2,"September 25, 2002","Control a Veritech fighter, switching from ground to hover to flight mode instantly, as you battle in the ultimate combat experience! It's a desperate struggle to save the earth in over 40+ missions with 40 Veritech fighters on land, air and outer space. Take the role of intrepid fighter pilot Jack Archer, who must put his skills to the test in the ultimate battle against the forces of the alien Zentraedi. Sit at the controls of a Veritech fighter, a unique mecha capable of ground-based fighting in robot form. Or have the option to instantaneously change into a fast attack fighter for aerial dog fighting plus the hybrid Guardian mode that blends some of the strengths and weaknesses of the other two modes. The fast-paced gameplay and freedom of movement, combined with the well known space opera, makes Robotech: BattleCry impossible to put down! [TDK Mediactive]",72,8.2
Robotech: Invasion,PlayStation 2,"October 5, 2004","In the 21st century, humankind was freed from the confines of the solar system through the discovery of an alien technology known as Robotech. Contact with the stars also brought war with the Invid, a race of parasitic aliens bent on conquering and transforming the Earth into their new home world. Now it is up to the battlehardened survivors of the Robotech Expedition to lead the way for one final attempt to liberate the Earth from the Invid Invaders! Play single player, two-player split-screen and online play: Up to 8 players via Xbox Live! or PlayStation 2 Online Pack. Freeform FPS action with expansive outdoor environments and clear objectives. Sophisticated enemy AI with different behavior patterns for each enemy type. 2 parallel scenarios: playing as the 2nd character reveals a new perspective and plot details. Control Cyclone vehicles with a realistic feeling of momentum, balance and traction. Hive raids, gang confrontations, protoculture searches and more. [Gathering]",57,7.8
Robots,PlayStation 2,"February 24, 2005","Robots thrusts players into the role of Rodney Copperbottom, the hero of Twentieth Century Fox's 2005 CG animated feature film, as he sets off on thrilling adventures through the living worlds of the movie. The game incorporates movie assets -- including character, graphic and animation assets -- to produce a distinctive impression of playing in the film's universe. The Robots' world is about to be taken over by an evil tyrant and it is up to the player to save his fellow robots from a tragic destiny. Players hop on a train to a mechanical metropolis of moving gears and winding parts, meet an unforgettable cast of characters and battle evil machines -- discovering the many ways a robot can turn his parts into cool and unique gadgets. [Vivendi Universal]",53,6.1
Rochard,PlayStation 3,"September 27, 2011",Players embrace the gravity-bending exploits of space miner John Rochard as he discovers the first proof of extraterrestrial life.,79,8.7
Rock Band,PlayStation 2,"December 18, 2007","Play together in your living room or across the world! Rock Band offers deep online functionality, allowing players to rock together whether they’re in Rhode Island or Reykjavik. Major record labels and leading music publishers have signed on to provide unrivaled access to master recordings and legendary rock artists – from punk, metal and alternative to classic and southern rock. Rock Band ships with 45 fearsome tracks from artists like Bon Jovi and The Ramones to Black Sabbath and Stone Temple Pilots. Full support for downloadable content delivers never-ending challenges. New content will be available every week. Download full albums for play with Rock Band including the iconic rock album 'Who's Next' by The Who. Metallica has signed on to offer several tracks as digitally-distributed game levels for Rock Band as well as ""Enter Sandman"" for the Rock Band ship disc. Create your own rock avatar! Mold a unique rocker using Rock Band's character creator. Chose from gender, body shape, face, hair, clothes, tattoos and signature moves. Don't forget to pick your specialized rockin’ instrument. Drumming in the spotlight! Showcase a real drum solo with Rock Band's freestyle drum fill windows featured in each song. Break out your own rhythm and style as anything goes! Vocalists can bring the crowd to their feet during Rock Band’s freestyle vocal fill windows. Ad-lib your own words or shout to the crowd to raise the rock intensity of the performance. Band mates can fail out of a song for poor performance, but the band still plays on. Rescue your failing mate by busting out signature moves and blistering solos to wow the crowd with showmanship. Earn bonus points for your band during Rock Band’s Unison Phrase opportunities if everyone plays perfectly. [Harmonix]",82,7.0
Rock Band,PlayStation 3,"November 20, 2007","Play together in your living room or across the world! Rock Band offers deep online functionality, allowing players to rock together whether they’re in Rhode Island or Reykjavik. Major record labels and leading music publishers have signed on to provide unrivaled access to master recordings and legendary rock artists – from punk, metal and alternative to classic and southern rock. Rock Band ships with 45 fearsome tracks from artists like Bon Jovi and The Ramones to Black Sabbath and Stone Temple Pilots. Full support for downloadable content delivers never-ending challenges. New content will be available every week. Download full albums for play with Rock Band including the iconic rock album 'Who's Next' by The Who. Metallica has signed on to offer several tracks as digitally-distributed game levels for Rock Band as well as ""Enter Sandman"" for the Rock Band ship disc. Create your own rock avatar! Mold a unique rocker using Rock Band's character creator. Chose from gender, body shape, face, hair, clothes, tattoos and signature moves. Don't forget to pick your specialized rockin’ instrument. Drumming in the spotlight! Showcase a real drum solo with Rock Band's freestyle drum fill windows featured in each song. Break out your own rhythm and style as anything goes! Vocalists can bring the crowd to their feet during Rock Band’s freestyle vocal fill windows. Ad-lib your own words or shout to the crowd to raise the rock intensity of the performance. Band mates can fail out of a song for poor performance, but the band still plays on. Rescue your failing mate by busting out signature moves and blistering solos to wow the crowd with showmanship. Earn bonus points for your band during Rock Band’s Unison Phrase opportunities if everyone plays perfectly. [Harmonix]",92,8.1
Rock Band 2,PlayStation 2,"December 18, 2008","Rock Band 2 builds upon its foundation as the first music game to introduce co-operative band gameplay, multiple instruments, a robust online multiplayer experience, an unrivaled offering of downloadable content and raises the bar by delivering an entirely new level of depth, connectivity, authenticity and features including: Backwards compatibility with Rock Band downloadable music content. All previously purchased tracks immediately load into your Rock Band 2 song list. No need to re-purchase or re-download. The biggest and most diverse soundtrack ever featuring some of rock's most prolific acts, comprised entirely of master recordings. Major new and dynamic online modes that connect the entire Rock Band community in more ways than ever before both locally and globally. More variety of instrument choices than ever before with new and improved drum and guitar peripherals, enhanced functionality and innovative new designs - all fully compatible with the original Rock Band instruments. [MTV]",tbd,tbd
Rock Band 2,PlayStation 3,"October 19, 2008","Rock Band 2 builds upon its foundation as the first music game to introduce co-operative band gameplay, multiple instruments, a robust online multiplayer experience, an unrivaled offering of downloadable content and raises the bar by delivering an entirely new level of depth, connectivity, authenticity and features including: Backwards compatibility with Rock Band downloadable music content. All previously purchased tracks immediately load into your Rock Band 2 song list. No need to re-purchase or re-download. The biggest and most diverse soundtrack ever featuring some of rock's most prolific acts, comprised entirely of master recordings. Major new and dynamic online modes that connect the entire Rock Band community in more ways than ever before both locally and globally. More variety of instrument choices than ever before with new and improved drum and guitar peripherals, enhanced functionality and innovative new designs - all fully compatible with the original Rock Band instruments. [MTV]",91,8.0
Rock Band 3,PlayStation 3,"October 26, 2010",Rock Band returns with another iteration of the popular music game featuring new songs and instruments.,91,8.1
Rock Band Blitz,PlayStation 3,"August 28, 2012",Rock Band Blitz is the first download-only entry in the Rock Band franchise from Harmonix.,78,6.3
Rock Band Country Track Pack,PlayStation 2,"July 21, 2009","Rock Band Country Track Pack is a musical expansion to the Rock Band platform, the smash-hit collaborative, competitive, and single-player music game experience. Rock Band lets you and your friends form your own band and live out your rock and roll fantasies to music’s greatest soundtrack - now with a down-home country twang! Rock Band Country Track Pack is a standalone software product that allows owners of Rock Band and Rock Band 2 to keep the party going with 21 seminal hits from the history of country rock and beyond, hand-picked with care by Harmonix. This Track Pack is also compatible with most Guitar Hero and other instrument controllers. Songs include: Alan Jackson - ""Good Time""; Brad Paisley - ""Mud on the Tires""; Brooks & Dunn - ""Hillbilly Deluxe""; Cross Canadian Ragweed - ""Cry Lonely""; Dierks Bentley - ""Free and Easy (Down the Road I Go)""; Dixie Chicks - ""Sin Wagon""; Kenny Rogers - ""The Gambler""; Lucinda Williams - ""Can't Let Go""; Martina McBride - ""This One's For The Girls""; Shania Twain - ""Any Man of Mine""; Steve Earle - ""Satellite Radio""; Willie Nelson - ""On the Road Again."" [Harmonix]",tbd,tbd
Rock Band Country Track Pack,PlayStation 3,"July 21, 2009","Rock Band Country Track Pack is a musical expansion to the Rock Band platform, the smash-hit collaborative, competitive, and single-player music game experience. Rock Band lets you and your friends form your own band and live out your rock and roll fantasies to music’s greatest soundtrack - now with a down-home country twang! Rock Band Country Track Pack is a standalone software product that allows owners of Rock Band and Rock Band 2 to keep the party going with 21 seminal hits from the history of country rock and beyond, hand-picked with care by Harmonix. This Track Pack is also compatible with most Guitar Hero and other instrument controllers. Songs include: Alan Jackson - ""Good Time""; Brad Paisley - ""Mud on the Tires""; Brooks & Dunn - ""Hillbilly Deluxe""; Cross Canadian Ragweed - ""Cry Lonely""; Dierks Bentley - ""Free and Easy (Down the Road I Go)""; Dixie Chicks - ""Sin Wagon""; Kenny Rogers - ""The Gambler""; Lucinda Williams - ""Can't Let Go""; Martina McBride - ""This One's For The Girls""; Shania Twain - ""Any Man of Mine""; Steve Earle - ""Satellite Radio""; Willie Nelson - ""On the Road Again."" [Harmonix]",tbd,tbd
Rock Band Metal Track Pack,PlayStation 2,"September 22, 2009","Summoning power from the metal gods on high, the Rock Band team has assembled 20 on-disc tracks exploding with bone-crushing, ear-lashing, face-melting metal including anvil-heavy cuts from Godsmack, Children of Bodom, Evile, Judas Priest, Bullet For My Valentine and more! Six of the on disc tracks are brand new to the Rock Band platform and will be exclusive to the Rock Band Metal Track Pack disc for a limited time before joining the Rock Band® Music Store as downloadable content. Rock Band Metal Track Pack, like all Rock Band software, is compatible with all Rock Band instrument controllers, as well as most Guitar Hero and other third party music video game peripherals and microphones. Among others, the pack includes ""Screaming for Vengeace"" by Judas Priest, ""Killed by Death"" by Motorhead, ""Bulls on Parade"" by Rage Against the Machine, and ""Red Devil"" by Yngwie Malmsteen. Yes, that's Yngwie Malmsteen. [Harmonix]",tbd,tbd
Rock Band Metal Track Pack,PlayStation 3,"September 22, 2009","Summoning power from the metal gods on high, the Rock Band team has assembled 20 on-disc tracks exploding with bone-crushing, ear-lashing, face-melting metal including anvil-heavy cuts from Godsmack, Children of Bodom, Evile, Judas Priest, Bullet For My Valentine and more! Six of the on disc tracks are brand new to the Rock Band platform and will be exclusive to the Rock Band Metal Track Pack disc for a limited time before joining the Rock Band® Music Store as downloadable content. Rock Band Metal Track Pack, like all Rock Band software, is compatible with all Rock Band instrument controllers, as well as most Guitar Hero and other third party music video game peripherals and microphones. Among others, the pack includes ""Screaming for Vengeace"" by Judas Priest, ""Killed by Death"" by Motorhead, ""Bulls on Parade"" by Rage Against the Machine, and ""Red Devil"" by Yngwie Malmsteen. Yes, that's Yngwie Malmsteen. [Harmonix]",tbd,tbd
Rock Band Track Pack Volume 1,PlayStation 2,"July 15, 2008",Rock Band Track Pack Vol 1 is the first expansion pack for Rock Band and features 20 of the most popular tracks in Rock Band history in one disc.,tbd,tbd
Rock Band Track Pack Volume 2,PlayStation 3,"November 17, 2008","Created by Harmonix, the leading developer of music-based games, Rock Band is the ultimate platform for gamers to experience music, giving players the chance to rock out in the shoes of the biggest guitarists, bassists, drummers and singers of all time - as a solo superstar or as part of a hard rocking band. Built on unprecedented deals with top record labels and music publishers, the music featured in Rock Band spans all genres of rock and includes many master recordings from legendary artists.
Rock Band Track Pack Volume 2 is a standalone software product that allows owners of Rock Band Special Edition and Rock Band 2 Special Edition or Rock Band (1 or 2) peripherals to keep the party going with more hit songs from the pantheon of rock music, hand-picked with care by Harmonix.",tbd,tbd
Rock Band Track Pack Volume 2,PlayStation 2,"November 17, 2008","Created by Harmonix, the leading developer of music-based games, Rock Band is the ultimate platform for gamers to experience music, giving players the chance to rock out in the shoes of the biggest guitarists, bassists, drummers and singers of all time - as a solo superstar or as part of a hard rocking band. Built on unprecedented deals with top record labels and music publishers, the music featured in Rock Band spans all genres of rock and includes many master recordings from legendary artists.
Rock Band Track Pack Volume 2 is a standalone software product that allows owners of Rock Band Special Edition and Rock Band 2 Special Edition or Rock Band (1 or 2) peripherals to keep the party going with more hit songs from the pantheon of rock music, hand-picked with care by Harmonix.",tbd,tbd
Rock Band Track Pack: Classic Rock,PlayStation 2,"May 19, 2009","Rock Band Track Pack: Classic Rock is a musical expansion to the Rock Band platform that lets you jam to classic rock heroes like The Who, Rush, Boston and The Police. With Rock Band, you can play on your own, or show off your mad skills by forming a band to live out your rock and roll fantasies with music's greatest soundtrack. Play as a standalone game! Rock Band Track Pack:: Classic Rock is a standalone software product that allows owners of Rock Band and Rock Band 2 to keep the party going with 20 of the greatest hits from the heyday of classic rock and beyond, hand-picked with care by the music-loving Harmonix team. All tracks from the Rock Band Classic Rock Track Pack are also available for play in Rock Band and Rock Band 2 by entering a special export authentication code for the Xbox 360 video game and entertainment system from Microsoft and PLAYSTATION 3 versions. This Track Pack is also compatible with most other music-based video game peripheral controllers and microphones. [Harmonix]",tbd,tbd
Rock Band Track Pack: Classic Rock,PlayStation 3,"May 19, 2009","Rock Band Track Pack: Classic Rock is a musical expansion to the Rock Band platform that lets you jam to classic rock heroes like The Who, Rush, Boston and The Police. With Rock Band, you can play on your own, or show off your mad skills by forming a band to live out your rock and roll fantasies with music's greatest soundtrack. Play as a standalone game! Rock Band Track Pack:: Classic Rock is a standalone software product that allows owners of Rock Band and Rock Band 2 to keep the party going with 20 of the greatest hits from the heyday of classic rock and beyond, hand-picked with care by the music-loving Harmonix team. All tracks from the Rock Band Classic Rock Track Pack are also available for play in Rock Band and Rock Band 2 by entering a special export authentication code for the Xbox 360 video game and entertainment system from Microsoft and PLAYSTATION 3 versions. This Track Pack is also compatible with most other music-based video game peripheral controllers and microphones. [Harmonix]",tbd,tbd
Rock Band: Country Track Pack 2,PlayStation 3,"February 1, 2011","Rock Band Country Track Pack 2 is a standalone software product with 21 seminal country hits, hand-picked with care by Harmonix.",tbd,tbd
Rock Revolution,PlayStation 3,"October 15, 2008","Release your inner rockstar or allow your friends the privilege of picking up guitar, bass, drums, and microphone peripherals to 40 rock and roll tracks. Online and offline multiplayer, versus, coop and band battle with rehearsal mode and career mode.",42,6.6
Rock University Presents: The Naked Brothers Band The Video Game,PlayStation 2,"October 20, 2008","The Naked Brothers Band: The Videogame is based on the highly popular Nickelodeon TV show of the same name. This music-based video game allows players to live the superstar life of The Naked Brothers Band. Playing as the band, players will embark on a nationwide tour where they can experience all aspects of being in the band: singing, playing multiple instruments, controlling such stage effects as lighting and pyrotechnics, and even creating live concert videos. Featuring 25 of The Naked Brothers Band's greatest hits.",tbd,tbd
Rock of Ages,PlayStation 3,"May 15, 2012","Rock of Ages is a combination of deep strategy and rock-rolling action, with art and music throughout history.",68,7.2
Rock of the Dead,PlayStation 3,"October 19, 2010","With the guitar as your weapon of choice you'll journey through terrifying graveyards and sewers, battle the undead to protect your trailer park home, and even rock in front of the camera as you do battle at the television station. Use the power of rock to unleash a sonic blast on a group of flesh eaters, raise the guitar to the heavens to power a protective shield, or just strum the hard and heavy tunes as you riff your way through the infected masses to the sound of a rocking soundtrack. The fate of the world, as well as rock and roll itself, is in your hands.",45,tbd
Rocket Knight,PlayStation 3,"May 18, 2010","[Playstation Network]  Sparkster makes his triumphant arrival on next-gen consoles with Rocket Knight, the newest entry in the beloved 2-D side-scrolling rocket action series. Our favorite opossum hero returns home after 15 years to find the kingdom of Zephyrus in shambles. Use your wits and Sparkster's trusty rocket pack to dodge and defeat a menacing wolf army threatening the lives of the people.",70,8.0
Rocket Power: Beach Bandits,PlayStation 2,"September 20, 2002","Right on - it's summertime! Our favorite kids from Ocean Shores are looking forward to the best summer yet and more importantly to the Annual Ocean Shores Sruf Contest. But as Otto, Reggie, Twister and Sam finally reach the beach they make a startling discovery - most of the sand is missing, and the surf contest has been postponed... indefinitely! Local town officials announce that there is nothing to fret. The head of a mysterious new robotics company, Mr. A.I. Golem, vows to get to the bottom of the missing sand. However something's amiss and the kids aren't buying into Golem Inc.'s generosity. It's now up to our sand sleuths to figure out who's stealing the sand from Ocean Shore's beach! [THQ]",tbd,6.9
Rocketbirds: Hardboiled Chicken,PlayStation 3,"October 18, 2011","Rocketbirds: Hardboiled Chicken builds upon the browser-based game Rocketbirds: Revolution! and expands the Rocketbirds universe with new characters, missions, puzzles, exclusive music videos, retro cut scenes and more. Set in Albatropolis, a land full of birds taken over by a totalitarian penguin regime, Hardboiled Chicken, the original Coq of War, must assassinate the evil penguin leader Putzki.  His mission will unlock the secrets to his mysterious, hard boiled past and uncover the real enemies of Albatropolis.  In single-player mode, take on the role of Hardboiled Chicken and destroy your enemies with a slew of weapons you collect and unlock in each chapter. Master fowl play in the co-op campaign as a pair of Budgie commandos on a mission to save the general’s daughter.  Many lives will be destroyed, countless penguins will die, and an astonishing past will be unveiled through a series of unlockable cut scenes and videos.  ",74,5.7
Rocketmen: Axis of Evil,PlayStation 3,"March 6, 2008","[Downloadable Game]  In this arcade shooter, players join the heroes of the Alliance of Free Planets in their white-knuckled, frenzied struggle to free the Solar System from the tyrannical grip of the Legion of Terra. Up to four players will be able to cooperatively shoot their way through multiple levels, powering up their weapons, picking up bonuses and laying waste to anything that moves. Online multiplayer gameplay through a variety of mini games that let players instantly jump into existing games. Design and build your own character for both single and multi-player games, each with their own. Three races – Human, Mercurian or Venusian; Three classes – Fighter, Engineer, Outcast. Further character customization options through new items and abilities earned by progressing through a variety of quests. Multiple hours of gameplay with plenty of levels, hordes of enemies, huge bosses and engaging story for maximum replay value. Beautiful cartoon-like art style brings life to the characters and environments. Competitive online ranking system. [Capcom]",57,5.3
Rocketmen: It Came from Uranus,PlayStation 3,"May 15, 2008","[Downloadable Game]  Rocketmen: It Came from Your Uranus is an expansion to the original digitally-distributed title - Players must have already purchased Rocketmen: Axis of Evil in order to play It Came from Uranus. 3 New Weapons include: Blobber - Shoots blobs of goo at enemies, does damage over time in the part of the ground that it covers; Beamer - Shoots lighting at enemies, does high intensity damage; Bomber: Shoots grenades instead of bullets; grenades explode on impact doing damage. 2 New Secondary Weapons: Falcon  - Robotic falcon that attacks enemies automatically; Screw bomb: Rocket that turns into a proximity mine on impact. 3 New Levels: Level 11 - Finding Jane: The player must escape the Saturnian prison mine and reclaim Nick's ship, the Icarus Jane; Level 12 - Clear the Asteroids: The player must clear a path for the ship throughSaturn's rings; Level 13 - The Plan: The player must make his way through the Saturnian palace andconvince Angelica, leader of the Saturnians, to join the Alliance. [Capcom]",tbd,tbd
Rocksmith,PlayStation 3,"October 18, 2011","Featuring gameplay that automatically adjusts to the player's skill level and innovative game design that makes reading music visually fun and intuitive, Rocksmith engages experienced musicians and those who are picking up a guitar for the first time. The game includes a sizeable library of music from classic rock bands to current artists, such as The Animals, The Black Keys, David Bowie, Interpol, Nirvana and The Rolling Stones.",80,7.5
Rocksmith 2014 Edition,PlayStation 3,"October 22, 2013",Rocksmith 2014 Edition lets players plug in any electric guitar or bass directly into your system and begin learning guitar with the Rocksmith Method.,86,7.5
